database_name,database_name_cleaned,database_university,database_discipline,database_race,database_gender,matched,speaker_id,speaker_name,speaker_university,speaker_race,speaker_gender,confidence,reasoning
Nicholas R. Sandoval,Nicholas R Sandoval,Tulane University,Mechanical Engineering,Hispanic,Man,False,,,,,,,No match found
Daniel J. Fonseca,Daniel J Fonseca,University of Alabama,Mechanical Engineering,Hispanic,Man,False,,,,,,,No match found
Selvum Pillay,Selvum Pillay,University of Alabama at Birmingham,Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Uche Wejinya,Uche Wejinya,University of Arkansas,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Grace D. Oconnell,Grace D Oconnell,"University of California, Berkeley",Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Kosa Goucher-Lambert,Kosa Goucher-Lambert,"University of California, Berkeley",Mechanical Engineering,Black,Man,False,,,,,,,No match found
Raissa M. Dsouza,Raissa M Dsouza,"University of California, Davis",Mechanical Engineering,Hispanic,Woman,False,,,,,,,No match found
Ralph C. Aldredge,Ralph C Aldredge,"University of California, Davis",Mechanical Engineering,Black,Man,False,,,,,,,No match found
Mamadou Diagne,Mamadou Diagne,"University of California, San Diego",Mechanical Engineering,Black,Man,True,e650a170a446,Mamadou Diagne,INVALID,black,man,high,"The full name 'Mamadou Diagne' matches exactly between the database faculty and the potential speaker. Although the university is listed as 'INVALID' for the speaker, this could be due to a data entry error or the speaker's affiliation not being updated. Given the exact name match and the possibility of university affiliation changes, the confidence in this match is high."
Michael Frazier,Michael Frazier,"University of California, San Diego",Mechanical Engineering,Black,Man,False,,,,,,,No match found
Patricia Hidalgo-Gonzalez,Patricia Hidalgo-Gonzalez,"University of California, San Diego",Mechanical Engineering,Hispanic,Woman,False,,,,,,,No match found
Sonia Martinez Diaz,Sonia Martinez Diaz,"University of California, San Diego",Mechanical Engineering,Hispanic,Woman,False,,,,,,,No match found
Stephanie Lindsey,Stephanie Lindsey,"University of California, San Diego",Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Jorge Cortes,Jorge Cortes,"University of California, San Diego",Mechanical Engineering,Hispanic,Man,False,,,,,,,No match found
Ousmane Kodio,Ousmane Kodio,"University of California, Santa Barbara",Mechanical Engineering,Black,Man,False,,,,,,,No match found
Pierre Yao,Pierre Yao,University of Delaware,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Christina H. Fuller,Christina H Fuller,University of Georgia,Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Felix Santiago-Collazo,Felix Santiago-Collazo,University of Georgia,Mechanical Engineering,Hispanic,Man,False,,,,,,,No match found
Johne Parker,Johne Parker,University of Kentucky,Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Nelson Akafuah,Nelson Akafuah,University of Kentucky,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Peter Queseda,Peter Queseda,University of Louisville,Mechanical Engineering,Hispanic,Man,False,,,,,,,No match found
Paris Von Lockette,Paris Von Lockette,"University of Maryland, Baltimore County",Mechanical Engineering,Black,Man,False,,,,,,,No match found
Damena Agonafer,Damena Agonafer,"University of Maryland, College Park",Mechanical Engineering,Black,Woman,True,4c4a171becea,Damena Agonafer,University of Maryland,black,man,high,"The name 'Damena Agonafer' is an exact match between the database faculty and the potential speaker. Additionally, the university affiliation 'University of Maryland' is consistent, although the database specifies 'University of Maryland, College Park'. This is a common way to refer to the same institution, supporting a high confidence match."
Samuel Graham Jr.,Samuel Graham Jr,"University of Maryland, College Park",Mechanical Engineering,Black,Man,False,,,,,,,No match found
Cecilia Huertas Cerdeira,Cecilia Huertas Cerdeira,"University of Maryland, College Park",Mechanical Engineering,Hispanic,Woman,False,,,,,,,No match found
Alexander J. Headley,Alexander J Headley,University of Memphis,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Gladius Lewis,Gladius Lewis,University of Memphis,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Okenwa Okoli,Okenwa Okoli,University of Memphis,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Chinedum Okwudire,Chinedum Okwudire,University of Michigan,Mechanical Engineering,Black,Man,False,,,,,,,No match found
David Kwabi,David Kwabi,University of Michigan,Mechanical Engineering,Black,Man,False,,,,,,,No match found
James Holly Jr.,James Holly Jr,University of Michigan,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Jerard Gordon,Jerard Gordon,University of Michigan,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Jon Estrada,Jon Estrada,University of Michigan,Mechanical Engineering,Hispanic,Man,False,,,,,,,No match found
Nakhiah Goulbourne,Nakhiah Goulbourne,University of Michigan,Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Rhima Coleman,Rhima Coleman,University of Michigan,Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Solomon Adera,Solomon Adera,University of Michigan,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Uduak Inyangudoh,Uduak Inyangudoh,University of Michigan,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Andrew Alleyne,Andrew Alleyne,University of Minnesota,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Marien Simeni,Marien Simeni,University of Minnesota,Mechanical Engineering,Black,Man,True,f138efb9ea9c,Marien Simeni,University of Minnesota,black,man,high,"The name 'Marien Simeni' from the database faculty matches exactly with the name 'Marien Simeni' in the potential speaker list. Additionally, both are affiliated with the University of Minnesota, which further confirms the match. There are no variations or misspellings involved, making this a high-confidence match."
Viola Acoff,Viola Acoff,University of Mississippi,Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Reginald E. Rogers JR,Reginald E Rogers JR,University of Missouri,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Lucia Fernandez-Ballester,Lucia Fernandez-Ballester,University of Nebraska-Lincoln,Mechanical Engineering,Hispanic,Woman,False,,,,,,,No match found
Erick C. Jones,Erick C Jones,"University of Nevada, Reno",Mechanical Engineering,Black,Man,False,,,,,,,No match found
Theresa Oehmke,Theresa Oehmke,University of New Hampshire,Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Edgar Bolivar-Nieto,Edgar Bolivar-Nieto,University of Notre Dame,Mechanical Engineering,Hispanic,Man,False,,,,,,,No match found
Ottman A. Tertuliano,Ottman A Tertuliano,University of Pennsylvania,Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Sylvanus Wosu,Sylvanus Wosu,University of Pittsburgh,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Ofodike Ezekoye,Ofodike Ezekoye,University of Texas at Austin,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Yonas Tadesse,Yonas Tadesse,University of Texas at Dallas,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Alejandra G. Castellanos,Alejandra G Castellanos,University of Texas at El Paso,Mechanical Engineering,Hispanic,Woman,False,,,,,,,No match found
Anabel Renteria Marquez,Anabel Renteria Marquez,University of Texas at El Paso,Mechanical Engineering,Hispanic,Woman,False,,,,,,,No match found
Brendy Rincon Troconis,Brendy Rincon Troconis,University of Texas at San Antonio,Mechanical Engineering,Hispanic,Woman,False,,,,,,,No match found
Krystel K. Castillo,Krystel K Castillo,University of Texas at San Antonio,Mechanical Engineering,Hispanic,Woman,False,,,,,,,No match found
David L. Green,David L Green,University of Virginia,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Ayokunle Olanrewaju,Ayokunle Olanrewaju,University of Washington,Mechanical Engineering,Black,Man,False,,,,,,,No match found
John Aaron Palmore JR,John Aaron Palmore JR,University of Washington,Mechanical Engineering,Black,Woman,False,,,,,,,No match found
Juan Carlos Del Alamo,Juan Carlos Del Alamo,University of Washington,Mechanical Engineering,Hispanic,Man,False,,,,,,,No match found
Jessika Rojas,Jessika Rojas,Virginia Commonwealth University,Mechanical Engineering,Hispanic,Woman,False,,,,,,,No match found
Oumar Barry,Oumar Barry,Virginia Tech,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Nestor O. Perezarancibia,Nestor O Perezarancibia,Washington State University,Mechanical Engineering,Hispanic,Man,False,,,,,,,No match found
Gbemeho Agbaglah,Gbemeho Agbaglah,Wayne State University,Mechanical Engineering,Black,Man,False,,,,,,,No match found
Antia Sanchez Botana,Antia Sanchez Botana,Arizona State University,Physics,Hispanic,Woman,False,,,,,,,No match found
Fernando Ponce,Fernando Ponce,Arizona State University,Physics,Hispanic,Man,False,,,,,,,No match found
Jose Menendez,Jose Menendez,Arizona State University,Physics,Hispanic,Man,False,,,,,,,No match found
Ricardo Alarcon,Ricardo Alarcon,Arizona State University,Physics,Hispanic,Man,False,,,,,,,No match found
Elena Roxana Margine,Elena Roxana Margine,Binghamton University,Physics,Hispanic,Woman,False,,,,,,,No match found
Indara Suarez,Indara Suarez,Boston University,Physics,Hispanic,Woman,False,,,,,,,No match found
Stephon H. Alexander,Stephon H Alexander,Brown University,Physics,Black,Man,False,,,,,,,No match found
Fernando Brandao,Fernando Brandao,California Institute of Technology,Physics,Hispanic,Man,True,7727a211d844,Fernando Brandao,California Institute of Technology,latino,man,high,"The name 'Fernando Brandao' from the database matches exactly with the name 'Fernando Brandao' in the potential speaker list. Additionally, both are affiliated with the California Institute of Technology, which further supports the match. There are no discrepancies in the name or university affiliation, leading to a high confidence in this match."
Ana Asenjo Garcia,Ana Asenjo Garcia,Columbia University,Physics,Hispanic,Woman,False,,,,,,,No match found
Kerstin M. Perez,Kerstin M Perez,Columbia University,Physics,Hispanic,Woman,False,,,,,,,No match found
Raquel Queiroz,Raquel Queiroz,Columbia University,Physics,Hispanic,Woman,True,d4cdff00131a,Raquel Queiroz,Columbia University,white,man,high,"The name 'Raquel Queiroz' from the database matches exactly with the name 'Raquel Queiroz' in the potential speakers list. Additionally, both are affiliated with Columbia University, which further supports the match. There are no discrepancies in the name or university affiliation, leading to a high confidence in this match."
James Daniel Whitfield,James Daniel Whitfield,Dartmouth College,Physics,Black,Man,False,,,,,,,No match found
Divine P. Kumah,Divine P Kumah,Duke University,Physics,Black,Man,False,,,,,,,No match found
Luiz Santos,Luiz Santos,Emory University,Physics,Hispanic,Man,False,,,,,,,No match found
Emanuela Del Gado,Emanuela Del Gado,Georgetown University,Physics,Hispanic,Woman,False,,,,,,,No match found
Paola Barbara,Paola Barbara,Georgetown University,Physics,Hispanic,Woman,True,eb377ab8d99e,Paola Barbara,Georgetown University,latino,woman,high,"The name 'Paola Barbara' from the database matches exactly with the name 'Paola Barbara' in the potential speakers list. Additionally, both are affiliated with Georgetown University, which further supports the match. There are no variations or discrepancies in the name or university affiliation, leading to a high confidence in this match."
Rhonda Dzakpasu,Rhonda Dzakpasu,Georgetown University,Physics,Black,Woman,False,,,,,,,No match found
Ignacio Taboada,Ignacio Taboada,Georgia Institute of Technology,Physics,Hispanic,Woman,False,,,,,,,No match found
Carlos Silva,Carlos Silva,Georgia Institute of Technology,Physics,Hispanic,Woman,False,,,,,,,No match found
Eugene Mananga,Eugene Mananga,"Graduate Center, CUNY",Physics,Black,Man,False,,,,,,,No match found
Jillian M. Bellovary,Jillian M Bellovary,"Graduate Center, CUNY",Physics,Hispanic,Woman,False,,,,,,,No match found
Justin F. Vazquez-Poritz,Justin F Vazquez-Poritz,"Graduate Center, CUNY",Physics,Hispanic,Man,False,,,,,,,No match found
Kelle L. Cruz,Kelle L Cruz,"Graduate Center, CUNY",Physics,Hispanic,Woman,False,,,,,,,No match found
Miguel Fiolhais,Miguel Fiolhais,"Graduate Center, CUNY",Physics,Hispanic,Man,False,,,,,,,No match found
Sophia N. Suarez,Sophia N Suarez,"Graduate Center, CUNY",Physics,Black,Woman,False,,,,,,,No match found
Carlos Arguelles-Delgado,Carlos Arguelles-Delgado,Harvard University,Physics,Hispanic,Woman,True,010b2d1d7758,Carlos Argüelles Delgado,Harvard University,latino,man,high,"The name 'Carlos Arguelles-Delgado' from the database closely matches 'Carlos Argüelles Delgado' from the potential speakers list, with only a minor variation in the use of a hyphen and an accent on the 'u'. Both are affiliated with Harvard University, which strongly suggests they are the same individual. The combination of name similarity and identical university affiliation provides high confidence in this match."
Cora Dvorkin,Cora Dvorkin,Harvard University,Physics,Hispanic,Woman,True,5145409627e2,Cora Dvorkin,Harvard University,white,woman,high,"The name 'Cora Dvorkin' from the database matches exactly with the name 'Cora Dvorkin' in the potential speaker list. Additionally, both are affiliated with Harvard University, which further supports the match. There are no variations or discrepancies in the name or university affiliation, leading to a high confidence in this match."
Jorge V. Jose,Jorge V Jose,Indiana University Bloomington,Physics,Hispanic,Man,False,,,,,,,No match found
Raquel Ribeiro,Raquel Ribeiro,Iowa State University,Physics,Hispanic,Woman,False,,,,,,,No match found
Danielle Speller,Danielle Speller,Johns Hopkins University,Physics,Black,Woman,False,,,,,,,No match found
Francesca Serra,Francesca Serra,Johns Hopkins University,Physics,Hispanic,Woman,True,5321465ca1fe,Francesca Serra,Johns Hopkins University,white,woman,high,"The name 'Francesca Serra' from the database matches exactly with the name 'Francesca Serra' in the potential speaker list. Additionally, both are affiliated with Johns Hopkins University, which further supports the match. There are no discrepancies in the name or university affiliation, leading to a high confidence in this match."
Ibrahima Bah,Ibrahima Bah,Johns Hopkins University,Physics,Black,Man,True,64d2741e212a,Ibrahima Bah,Johns Hopkins University,black,man,high,"The name 'Ibrahima Bah' from the database matches exactly with the name 'Ibrahima Bah' in the potential speakers list. Additionally, both are affiliated with Johns Hopkins University, which further supports the match. There are no discrepancies in the name or university affiliation, leading to a high confidence in this match."
Gabriela Gonzalez,Gabriela Gonzalez,Louisiana State University,Physics,Hispanic,Woman,False,,,,,,,No match found
Pablo Jarillo-Herrero,Pablo Jarillo-Herrero,Massachusetts Institute of Technology,Physics,Hispanic,Man,True,86903c875d2f,Pablo Jarillo-Herrero,Massachusetts Institute of Technology,latino,man,high,"The name 'Pablo Jarillo-Herrero' from the database matches exactly with the name 'Pablo Jarillo-Herrero' in the potential speakers list. Additionally, both are affiliated with the Massachusetts Institute of Technology, which further confirms the match. There are no variations or misspellings to account for, making this a high-confidence match."
Ronald Fernando Garcia Ruiz,Ronald Fernando Garcia Ruiz,Massachusetts Institute of Technology,Physics,Hispanic,Man,True,c515f2dfdd84,Ronald Fernando Garcia Ruiz,Massachusetts Institute of Technology,latino,man,high,"The full name 'Ronald Fernando Garcia Ruiz' from the database matches exactly with the name 'Ronald Fernando Garcia Ruiz' in the potential speakers list. Additionally, both are affiliated with the Massachusetts Institute of Technology, which further supports the match. There are no discrepancies in the name or university affiliation, leading to a high confidence in this match."
Filomena Nunes,Filomena Nunes,Michigan State University,Physics,Hispanic,Woman,False,,,,,,,No match found
John Federici,John Federici,New Jersey Institute of Technology,Physics,Hispanic,Man,False,,,,,,,No match found
Trevor Tyson,Trevor Tyson,New Jersey Institute of Technology,Physics,Black,Man,False,,,,,,,No match found
Anthony Pullen,Anthony Pullen,New York University,Physics,Black,Man,False,,,,,,,No match found
Sharonda Leblanc,Sharonda Leblanc,North Carolina State University,Physics,Black,Woman,False,,,,,,,No match found
Alberto De La Torre,Alberto De La Torre,Northeastern University,Physics,Hispanic,Man,False,,,,,,,No match found
Johan Bonilla Castro,Johan Bonilla Castro,Northeastern University,Physics,Hispanic,Man,False,,,,,,,No match found
Mauricio Santillana,Mauricio Santillana,Northeastern University,Physics,Hispanic,Man,False,,,,,,,No match found
Enectali Figueroa-Feliciano,Enectali Figueroa-Feliciano,Northwestern University,Physics,Hispanic,Man,False,,,,,,,No match found
John Joseph Carrasco,John Joseph Carrasco,Northwestern University,Physics,Hispanic,Man,False,,,,,,,No match found
Mayda Velasco,Mayda Velasco,Northwestern University,Physics,Hispanic,Woman,False,,,,,,,No match found
Rolando Valdes Aguilar,Rolando Valdes Aguilar,Ohio State University,Physics,Hispanic,Man,False,,,,,,,No match found
Geraldine Cochran,Geraldine Cochran,Ohio State University,Physics,Black,Woman,True,67fb80731e81,Geraldine Cochran,Ohio State University,black,woman,high,"The full name 'Geraldine Cochran' matches exactly with the name in the database. Additionally, the university affiliation 'Ohio State University' is the same for both the database entry and the potential speaker. These factors strongly indicate that this is the same individual."
Sergio E. Ulloa,Sergio E Ulloa,Ohio University,Physics,Hispanic,Man,False,,,,,,,No match found
Mario Borunda,Mario Borunda,Oklahoma State University-Stillwater,Physics,Hispanic,Man,True,219fda2f53c1,Mario Borunda,Oklahoma State University,latino,man,high,"The full name 'Mario Borunda' matches exactly between the database faculty and the potential speaker. Additionally, the university affiliation 'Oklahoma State University' is consistent, despite a slight variation in the name ('Oklahoma State University-Stillwater' vs. 'Oklahoma State University'), which is a common occurrence in university naming conventions. There are no discrepancies in the discipline, as both are in Physics. These factors contribute to a high confidence match."
Carmen Carmona Benitez,Carmen Carmona Benitez,Pennsylvania State University,Physics,Hispanic,Woman,False,,,,,,,No match found
Ismaila Dabo,Ismaila Dabo,Pennsylvania State University,Physics,Black,Man,False,,,,,,,No match found
Moussa Ngom,Moussa Ngom,Rensselaer Polytechnic Institute,Physics,Black,Man,False,,,,,,,No match found
Trevor Rhone,Trevor Rhone,Rensselaer Polytechnic Institute,Physics,Black,Man,False,,,,,,,No match found
Monika Schleier-Smith,Monika Schleier-Smith,Stanford University,Physics,Black,Woman,False,,,,,,,No match found
Jesus Perezrios,Jesus Perezrios,Stony Brook University,Physics,Hispanic,Man,False,,,,,,,No match found
Maria Gonzalez-Garcia,Maria Gonzalez-Garcia,Stony Brook University,Physics,Hispanic,Woman,False,,,,,,,No match found
Herbert Fotso,Herbert Fotso,University at Buffalo,Physics,Black,Man,False,,,,,,,No match found
Paulo Araujo,Paulo Araujo,University of Alabama,Physics,Hispanic,Man,False,,,,,,,No match found
Clayton E. Simien,Clayton E Simien,University of Alabama at Birmingham,Physics,Black,Man,False,,,,,,,No match found
Massimillano Bonamente,Massimillano Bonamente,University of Alabama in Huntsville,Physics,Hispanic,Man,False,,,,,,,No match found
Eduardo Rozo,Eduardo Rozo,University of Arizona,Physics,Hispanic,Man,False,,,,,,,No match found
Salvador Barraza-Lopez,Salvador Barraza-Lopez,University of Arkansas,Physics,Hispanic,Man,True,25afb403f74e,Salvador Barraza-Lopez,University of Arkansas,latino,man,high,"The full name 'Salvador Barraza-Lopez' matches exactly with the cleaned name of the potential speaker. Additionally, the university affiliation 'University of Arkansas' is the same for both the database faculty and the potential speaker. These factors strongly indicate that they are the same individual."
Raul Briceno,Raul Briceno,"University of California, Berkeley",Physics,Hispanic,Man,True,afee7528a268,Raul Briceno,"University of California, Berkeley",latino,man,high,"The full name 'Raul Briceno' matches exactly between the database faculty and the potential speaker. Additionally, the university affiliation 'University of California, Berkeley' is the same for both the database faculty and the potential speaker, further confirming the match."
Carlos Bustamante,Carlos Bustamante,"University of California, Berkeley",Physics,Hispanic,Man,False,,,,,,,No match found
Hernan Garcia,Hernan Garcia,"University of California, Berkeley",Physics,Hispanic,Man,False,,,,,,,No match found
Manuel Calderon De La Barca Sanchez,Manuel Calderon De La Barca Sanchez,"University of California, Davis",Physics,Hispanic,Man,False,,,,,,,No match found
Aomawa Shields,Aomawa Shields,"University of California, Irvine",Physics,Black,Woman,False,,,,,,,No match found
Juan Pedro Ochoa-Ricoux,Juan Pedro Ochoa-Ricoux,"University of California, Irvine",Physics,Hispanic,Woman,False,,,,,,,No match found
Miguel Arratia,Miguel Arratia,"University of California, Riverside",Physics,Hispanic,Man,True,d801008f0281,Miguel Arratia,"University of California, Riverside",latino,man,high,"The name 'Miguel Arratia' from the database faculty matches exactly with the name 'Miguel Arratia' in the potential speaker list. Additionally, both are affiliated with the University of California, Riverside, which further confirms the match. There are no variations or discrepancies in the name or university affiliation, leading to a high confidence in this match."
Julio Barreiro Guerrero,Julio Barreiro Guerrero,"University of California, San Diego",Physics,Hispanic,Man,False,,,,,,,No match found
Clifford Johnson,Clifford Johnson,"University of California, Santa Barbara",Physics,Black,Man,False,,,,,,,No match found
Joseph Berry,Joseph Berry,University of Colorado Boulder,Physics,Black,Woman,False,,,,,,,No match found
Nuris Figueroa Morales,Nuris Figueroa Morales,University of Colorado Boulder,Physics,Hispanic,Woman,False,,,,,,,No match found
Lea Ferreira Dos Santos,Lea Ferreira Dos Santos,University of Connecticut,Physics,Hispanic,Woman,False,,,,,,,No match found
Adebanjo Oriade,Adebanjo Oriade,University of Delaware,Physics,Black,Man,False,,,,,,,No match found
Mark Akubo,Mark Akubo,University of Delaware,Physics,Black,Man,False,,,,,,,No match found
Byron Freelon,Byron Freelon,University of Houston,Physics,Black,Man,False,,,,,,,No match found
Donna Stokes,Donna Stokes,University of Houston,Physics,Black,Woman,False,,,,,,,No match found
Nadya Mason,Nadya Mason,University of Illinois Urbana-Champaign,Physics,Black,Woman,True,8c7d96e7d5b1,Nadya Mason,University of Chicago,black,woman,high,"The full name 'Nadya Mason' matches exactly between the database faculty and the potential speaker. Although the university affiliation is different, it is common for faculty members to move between institutions. There are no variations or misspellings in the name, leading to a high confidence in the match."
Philip W. Phillips,Philip W Phillips,University of Illinois Urbana-Champaign,Physics,Black,Man,False,,,,,,,No match found
Denis R. Candido,Denis R Candido,University of Iowa,Physics,Hispanic,Man,False,,,,,,,No match found
Sylvester Gates,Sylvester Gates,"University of Maryland, College Park",Physics,Black,Man,False,,,,,,,No match found
Francisco Muller Sanchez,Francisco Muller Sanchez,University of Memphis,Physics,Hispanic,Man,False,,,,,,,No match found
Orlando Alvarez,Orlando Alvarez,University of Miami,Physics,Hispanic,Man,False,,,,,,,No match found
Rafael Fernandes,Rafael Fernandes,University of Minnesota,Physics,Hispanic,Man,False,,,,,,,No match found
Cecille Labuda,Cecille Labuda,University of Mississippi,Physics,Black,Woman,True,1d50f7f23679,Cecille Labuda,University of Mississippi,white,man,high,"The full name 'Cecille Labuda' matches exactly with the name in the database. Additionally, the university affiliation 'University of Mississippi' is the same for both the database entry and the potential speaker. There are no variations or discrepancies in the name or university, leading to a high confidence match."
Marcel Ngoko Djiokap,Marcel Ngoko Djiokap,University of Nebraska-Lincoln,Physics,Black,Man,False,,,,,,,No match found
Chanda Prescod-Weinstein,Chanda Prescod-Weinstein,University of New Hampshire,Physics,Black,Woman,True,14a240d78485,Chanda Prescod-Weinstein,University of New Hampshire,black,woman,high,"The full name 'Chanda Prescod-Weinstein' matches exactly with the name in the database, and the university affiliation 'University of New Hampshire' is also the same. There are no variations or misspellings to account for, making this a high-confidence match."
Nathaly Santiesteban,Nathaly Santiesteban,University of New Hampshire,Physics,Hispanic,Woman,False,,,,,,,No match found
Francisco Elohim Becerra Chavez,Francisco Elohim Becerra Chavez,University of New Mexico,Physics,Hispanic,Man,False,,,,,,,No match found
Victor M. Acosta,Victor M Acosta,University of New Mexico,Physics,Hispanic,Man,False,,,,,,,No match found
Akaa Daniel Ayangeakaa,Akaa Daniel Ayangeakaa,University of North Carolina at Chapel Hill,Physics,Black,Man,False,,,,,,,No match found
Rene Lopez,Rene Lopez,University of North Carolina at Chapel Hill,Physics,Hispanic,Man,False,,,,,,,No match found
Carl Rodriguez,Carl Rodriguez,University of North Carolina at Chapel Hill,Physics,Hispanic,Man,True,5be0fb98aa59,Carl Rodriguez,University of North Carolina at Chapel Hill,latino,man,high,"The name 'Carl Rodriguez' matches exactly between the database faculty and the potential speaker. Additionally, the university affiliation 'University of North Carolina at Chapel Hill' is the same for both the database faculty and the potential speaker, further confirming the match."
Aran Garcia-Bellido,Aran Garcia-Bellido,University of Rochester,Physics,Hispanic,Woman,False,,,,,,,No match found
Jacob Gayles,Jacob Gayles,University of South Florida,Physics,Black,Man,False,,,,,,,No match found
Raquel Castillo Fernandez,Raquel Castillo Fernandez,University of Texas at Arlington,Physics,Hispanic,Woman,False,,,,,,,No match found
G. Andres Cisneros,G Andres Cisneros,University of Texas at Dallas,Physics,Hispanic,Man,False,,,,,,,No match found
Xochitl Lopez-Lozano,Xochitl Lopez-Lozano,University of Texas at San Antonio,Physics,Hispanic,Woman,False,,,,,,,No match found
Arturo Ponce-Pedraza,Arturo Ponce-Pedraza,University of Texas at San Antonio,Physics,Hispanic,Man,False,,,,,,,No match found
Kelly Nash,Kelly Nash,University of Texas at San Antonio,Physics,Black,Woman,False,,,,,,,No match found
Richard Anantua,Richard Anantua,University of Texas at San Antonio,Physics,Black,Man,False,,,,,,,No match found
Cristina Mantilla-Suarez,Cristina Mantilla-Suarez,University of Virginia,Physics,Hispanic,Woman,False,,,,,,,No match found
Gustavo Joaquin Turiaci,Gustavo Joaquin Turiaci,University of Washington,Physics,Hispanic,Man,True,4588088f58a4,Joaquin Turiaci,University of Washington,latino,man,high,"The cleaned name 'Joaquin Turiaci' is a shortened version of 'Gustavo Joaquin Turiaci', and both are affiliated with the University of Washington. The likelihood of a name match is high given the same university affiliation and the common practice of using middle names or initials interchangeably in academic settings."
Alvaro Chavarria,Alvaro Chavarria,University of Washington,Physics,Hispanic,Man,False,,,,,,,No match found
Isabel Garcia Garcia,Isabel Garcia Garcia,University of Washington,Physics,Hispanic,Woman,False,,,,,,,No match found
Melinda Soares-Furtado,Melinda Soares-Furtado,University of Wisconsin-Madison,Physics,Hispanic,Woman,True,e4bb301ac786,Melinda Soares-Furtado,University of Wisconsin,latino,woman,high,"The full name 'Melinda Soares-Furtado' matches exactly between the database faculty and the potential speaker. Additionally, the university affiliation 'University of Wisconsin' is a close match to 'University of Wisconsin-Madison', suggesting a possible shorthand or abbreviation. Given these factors, the confidence in this match is high."
Maria J. Rodriguez,Maria J Rodriguez,Utah State University,Physics,Hispanic,Woman,False,,,,,,,No match found
Kerwin Crayton Foster,Kerwin Crayton Foster,Virginia Commonwealth University,Physics,Black,Man,False,,,,,,,No match found
Keith Baker,Keith Baker,Yale University,Physics,Black,Man,False,,,,,,,No match found
Charles Brown,Charles Brown,Yale University,Physics,Black,Man,True,7f8e148c008a,Charles Brown,Yale University,black,man,high,"The name 'Charles Brown' from the database faculty matches exactly with the name 'Charles Brown' in the potential speaker list. Additionally, both are affiliated with Yale University, which further supports the match. There are no discrepancies in the name or university affiliation, leading to a high confidence in this match."
