database_name,database_university,database_race,database_gender,database_title,database_discipline,database_research,matched,num_matches,speaker_name,speaker_university,speaker_race_identified,seminar_university,seminar_discipline,seminar_condition,seminar_date,semester
Theodore Tachim Medjo,Florida International University,Black,Man,Professor,Mathematics,partial differential equations and fluid dynamics​,No,0,,,,,,,,
Rosemberg Toala-Enriquez,George Mason University,Hispanic,Man,Assistant Professor,Mathematics,"topology, combinatorics, geometry",No,0,,,,,,,,
David Caraballo,Georgetown University,Hispanic,Man,Associate Professor,Mathematics,"curvature flow and related pdes, existence and regularity of flows, geometric measure theory",No,0,,,,,,,,
Mahlet Tadesse,Georgetown University,Black,Woman,Professor,Mathematics,"bayesian statistics, biostatistics, mixture models, omics and bioinformatics, variable selection",No,0,,,,,,,,
Mariana Montiel,Georgia State University,Hispanic,Woman,Associate Professor,Mathematics,mathematical music theory and mathematical modeling in music,No,0,,,,,,,,
Edinah Gnang,Johns Hopkins University,Black,Man,Assistant Professor,Mathematics,"discrete mathematics, graph theory, multilinear algebra, image analysis, experimental math",No,0,,,,,,,,
Diego Maldonado,Kansas State University,Hispanic,Woman,Professor,Mathematics,pdes,Yes,2,,,,,,,,
Diego Maldonado,Kansas State University,Hispanic,Woman,Professor,Mathematics,pdes,Match Detail,,Amadeus Maldonado,Northwestern University,latino,Pennsylvania State University,Mathematics,control,3/4/2025,Fall
Diego Maldonado,Kansas State University,Hispanic,Woman,Professor,Mathematics,pdes,Match Detail,,Amadeus Maldonado,Northwestern University,latino,Pennsylvania State University,Mathematics,control,2025-03-03,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Yes,79,,,,,,,,
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Botta,ETH Zürich,white,Columbia University,Mathematics,treatment,10/7/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Botta,ETH Zürich,white,Columbia University,Mathematics,treatment,10/7/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Botta,ETH Zürich,white,Columbia University,Mathematics,treatment,10/14/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Botta,ETH Zürich,white,Columbia University,Mathematics,treatment,10/14/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Botta,ETH Zürich,white,Columbia University,Mathematics,treatment,10/21/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Botta,ETH Zürich,white,Columbia University,Mathematics,treatment,10/21/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Botta,Columbia University,white,Columbia University,Mathematics,treatment,11/1/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Botta,Columbia University,white,Columbia University,Mathematics,treatment,11/1/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomas Berggren,KTH Royal Institute of Technology,white,Columbia University,Mathematics,treatment,2/28/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Haines,University of Maryland,white,Columbia University,Mathematics,treatment,4/4/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Haines,University of Maryland,white,Columbia University,Mathematics,treatment,4/4/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Cass,Imperial College London,white,Florida State University,Mathematics,treatment,5/2/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Cremaschi,Trinity College Dublin,white,"Graduate Center, CUNY",Mathematics,treatment,9/24/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Benhamou,Rutgers University,white,"Graduate Center, CUNY",Mathematics,treatment,3/7/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Pharis,Indiana University Bloomington,white,Indiana University Bloomington,Mathematics,treatment,9/16/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Pharis,Indiana University Bloomington,white,Indiana University Bloomington,Mathematics,treatment,9/16/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Pharis,Indiana University Bloomington,white,Indiana University Bloomington,Mathematics,treatment,4/14/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Pharis,Indiana University Bloomington,white,Indiana University Bloomington,Mathematics,treatment,4/14/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Gannon,"University of California, Los Angeles",white,Louisiana State University,Mathematics,treatment,10/7/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Gannon,"University of California, Los Angeles",white,Massachusetts Institute of Technology,Mathematics,control,10/23/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Haines,University of Maryland,white,Massachusetts Institute of Technology,Mathematics,control,11/13/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Haines,University of Maryland,white,Massachusetts Institute of Technology,Mathematics,control,11/13/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomoki Ohsawa,University of Texas at Dallas,asian,New Jersey Institute of Technology,Mathematics,treatment,4/11/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Graber,California Institute of Technology,white,Northwestern University,Mathematics,treatment,5/29/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomer Schlank,University of Chicago,white,Northwestern University,Mathematics,treatment,10/23/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Graber,California Institute of Technology,white,Northwestern University,Mathematics,treatment,5/29/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Claeys,Université catholique de Louvain,white,Ohio State University,Mathematics,treatment,10/3/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Schmidt,Oregon State University,white,Oregon State University,Mathematics,treatment,3/4/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomasz Mrowka,Massachusetts Institute of Technology,white,Princeton University,Mathematics,control,4/2/2025,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomasz Mrowka,Massachusetts Institute of Technology,white,Princeton University,Mathematics,control,5/7/2025,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Svetlana Jitomirskaya,"University of California, Berkeley",white,Princeton University,Mathematics,control,2/25/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Hutchcroft,California Institute of Technology,white,Princeton University,Mathematics,control,9/17/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Benhamou,Rutgers University,white,Rutgers University-New Brunswick,Mathematics,control,3/3/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Hagstrom,Southern Methodist University,white,Rutgers University-New Brunswick,Mathematics,control,2/6/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Adriano Tomassini,University of Parma,white,Stanford University,Mathematics,treatment,2/3/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomasz Mrowka,Massachusetts Institute of Technology,white,Stanford University,Mathematics,treatment,2/4/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomasz Mrowka,Massachusetts Institute of Technology,white,Stanford University,Mathematics,treatment,2/4/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Javier Peñafiel-Tomás,INVALID,latino,Stony Brook University,Mathematics,control,3/28/2025,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Trogdon,University of Washington,white,Tulane University,Mathematics,treatment,2/21/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomasz Maszczyk,University of Warsaw,white,University at Buffalo,Mathematics,control,2024-09-06,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomasz Maszczyk,University of Warsaw,white,University at Buffalo,Mathematics,control,2024-09-09,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Trogdon,University of Washington,white,University of Arizona,Mathematics,treatment,4/10/2025,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Rovis,Columbia University,white,"University of California, Berkeley",Mathematics,treatment,4/24/2025,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Rovis,Columbia University,white,"University of California, Berkeley",Mathematics,treatment,4/24/2025,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Svetlana Jitomirskaya,"University of California, Berkeley",white,"University of California, Davis",Mathematics,control,2/3/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Svetlana Jitomirskaya,"University of California, Berkeley",white,"University of California, Davis",Mathematics,control,2/3/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Han,"University of California, Los Angeles",asian,"University of California, Los Angeles",Mathematics,control,12/4/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomoki Oda,"University of California, Los Angeles",asian,"University of California, Los Angeles",Mathematics,control,2025-02-05,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Han,"University of California, Los Angeles",asian,"University of California, Los Angeles",Mathematics,control,11/5/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommy Murphy,"California State University, Fullerton",white,"University of California, Santa Barbara",Mathematics,control,3/7/2025,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomasz Maszczyk,University of Warsaw,white,University of Colorado Boulder,Mathematics,control,2024-08-22,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomoyuki Arakawa,Kyoto University,asian,University of Colorado Boulder,Mathematics,control,2024-10-16 00:00:00,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomoyuki Arakawa,Kyoto University,asian,University of Colorado Boulder,Mathematics,control,2024-10-16 00:00:00,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Gannon,"University of California, Los Angeles",white,University of Georgia,Mathematics,treatment,10/14/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomek Szarek,University of Georgia,white,University of Georgia,Mathematics,treatment,11/20/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Needham,Florida State University,white,University of Houston,Mathematics,treatment,4/11/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Needham,Florida State University,white,University of Houston,Mathematics,treatment,4/11/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Ignacio Tomas,Texas Tech University,latino,University of Houston,Mathematics,treatment,10/31/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomer Schlank,University of Chicago,white,University of Illinois Urbana-Champaign,Mathematics,treatment,9/10/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Haines,"University of Maryland, College Park",white,"University of Maryland, College Park",Mathematics,control,9/16/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Haines,"University of Maryland, College Park",white,"University of Maryland, College Park",Mathematics,control,9/16/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Aristomenis Papadopoulos,University of Maryland,white,"University of Maryland, College Park",Mathematics,control,9/10/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomasz Komorowski,Polish Academy of Sciences,white,"University of Maryland, College Park",Mathematics,control,9/18/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Gannon,"University of California, Los Angeles",white,University of New Mexico,Mathematics,control,9/11/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Gannon,"University of California, Los Angeles",white,University of North Carolina at Chapel Hill,Mathematics,treatment,8/30/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Gannon,"University of California, Los Angeles",white,University of Notre Dame,Mathematics,treatment,11/14/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomasz Przebinda,University of Oklahoma,white,University of Oklahoma,Mathematics,treatment,10/18/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Roby,University of Connecticut,white,University of Pennsylvania,Mathematics,control,6/5/2025,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomas Breggren,KTH Royal Institute of Technology,white,University of South Florida,Mathematics,control,3/13/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Trogdon,University of Washington,white,University of Tennessee,Mathematics,control,5/5/2025,Spring
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tom Alberts,University of Utah,white,University of Utah,Mathematics,treatment,11/15/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommy Jaklitsch,University of Virginia,white,University of Virginia,Mathematics,control,9/3/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommy Jaklitsch,University of Virginia,white,University of Virginia,Mathematics,control,9/10/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommy Jaklitsch,University of Virginia,white,University of Virginia,Mathematics,control,9/17/2024 0:00,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Foster Tom,Massachusetts Institute of Technology,asian,University of Washington,Mathematics,treatment,11/13/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomer Schlank,University of Chicago,white,University of Wisconsin-Madison,Mathematics,control,11/7/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tomer Schlank,University of Chicago,white,University of Wisconsin-Madison,Mathematics,control,4/17/2025,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Cremaschi,Trinity College Dublin,white,Yale University,Mathematics,control,9/17/2024,Fall
Michael M. Tom,Louisiana State University,Black,Man,Professor,Mathematics,analysis of nonlinear partial differential equations of mathematical physics,Match Detail,,Tommaso Cremaschi,Trinity College Dublin,white,Yale University,Mathematics,control,9/17/2024,Fall
Daniel Alvarez-Gavela,Massachusetts Institute of Technology,Hispanic,Man,Assistant Professor,Mathematics,"flexible side of the field as well as in the connections with parametrized morse theory, algebraic k-theory and singularity theory",Yes,3,,,,,,,,
Daniel Alvarez-Gavela,Massachusetts Institute of Technology,Hispanic,Man,Assistant Professor,Mathematics,"flexible side of the field as well as in the connections with parametrized morse theory, algebraic k-theory and singularity theory",Match Detail,,Dani Alvarez-Gavela,Brandeis University,latino,Brandeis University,Mathematics,treatment,10/28/2024,Fall
Daniel Alvarez-Gavela,Massachusetts Institute of Technology,Hispanic,Man,Assistant Professor,Mathematics,"flexible side of the field as well as in the connections with parametrized morse theory, algebraic k-theory and singularity theory",Match Detail,,Dani Alvarez-Gavela,Brandeis University,latino,Brandeis University,Mathematics,treatment,9/17/2024 0:00,Fall
Daniel Alvarez-Gavela,Massachusetts Institute of Technology,Hispanic,Man,Assistant Professor,Mathematics,"flexible side of the field as well as in the connections with parametrized morse theory, algebraic k-theory and singularity theory",Match Detail,,Daniel Alvarez-Gavela,Brandeis University,latino,Stony Brook University,Mathematics,control,5/5/2025,Spring
Rodolfo Rosales,Massachusetts Institute of Technology,Hispanic,Man,Professor,Mathematics,"nonlinear waves, fluid mechanics, material sciences, numerical pde",No,0,,,,,,,,
Velinda Calvert,Mississippi State University,Black,Woman,Assistant Professor,Mathematics,"semi-infinite ordinary differential equations, function approximations, and bernoulli functions",Yes,1,,,,,,,,
Velinda Calvert,Mississippi State University,Black,Woman,Assistant Professor,Mathematics,"semi-infinite ordinary differential equations, function approximations, and bernoulli functions",Match Detail,,Jacob Calvert,Georgia Institute of Technology,white,Stanford University,Mathematics,treatment,4/21/2025,Fall
Sara Shamekh,New York University,Black,Woman,Assistant Professor,Mathematics,"understanding and modeling atmospheric processes that are too small to be resolved by climate models, specifically atmospheric boundary layer processes and moist convection",No,0,,,,,,,,
Laura Colmenarejo,North Carolina State University,Hispanic,Woman,Assistant Professor,Mathematics,"algebraic combinatorics, symmetric functions and their generalizations, enumerative combinatorics, representation theory of finite groups and related algebras",Yes,1,,,,,,,,
Laura Colmenarejo,North Carolina State University,Hispanic,Woman,Assistant Professor,Mathematics,"algebraic combinatorics, symmetric functions and their generalizations, enumerative combinatorics, representation theory of finite groups and related algebras",Match Detail,,Laura Colmenarejo,North Carolina State University,latino,University of Minnesota,Mathematics,treatment,3/28/2025,Spring
Yairon Cid Ruiz,North Carolina State University,Hispanic,Man,Assistant Professor,Mathematics,commutative algebra and algebraic geometry,Yes,6,,,,,,,,
Yairon Cid Ruiz,North Carolina State University,Hispanic,Man,Assistant Professor,Mathematics,commutative algebra and algebraic geometry,Match Detail,,Yairon Cid-Ruiz,North Carolina State University,latino,North Carolina State University,Mathematics,treatment,9/4/2024 0:00,Fall
Yairon Cid Ruiz,North Carolina State University,Hispanic,Man,Assistant Professor,Mathematics,commutative algebra and algebraic geometry,Match Detail,,Ruizhe Zhang,"University of California, Berkeley",asian,Stanford University,Mathematics,treatment,1/15/2025,Fall
Yairon Cid Ruiz,North Carolina State University,Hispanic,Man,Assistant Professor,Mathematics,commutative algebra and algebraic geometry,Match Detail,,Ruizhe Zhang,"University of California, Berkeley",asian,Stanford University,Mathematics,treatment,1/15/2025,Fall
Yairon Cid Ruiz,North Carolina State University,Hispanic,Man,Assistant Professor,Mathematics,commutative algebra and algebraic geometry,Match Detail,,Ruizhe Zhang,"University of California, Berkeley",asian,Stanford University,Mathematics,treatment,1/15/2025,Fall
Yairon Cid Ruiz,North Carolina State University,Hispanic,Man,Assistant Professor,Mathematics,commutative algebra and algebraic geometry,Match Detail,,Ruizhe Zhang,"University of California, Berkeley",asian,Stanford University,Mathematics,treatment,1/15/2025,Fall
Yairon Cid Ruiz,North Carolina State University,Hispanic,Man,Assistant Professor,Mathematics,commutative algebra and algebraic geometry,Match Detail,,Luana RUiz,Johns Hopkins University,latino,University of Wisconsin-Madison,Mathematics,control,9/25/2024 0:00,Fall
Maria De Los Angeles Alfonseca-Cubero,North Dakota State University,Hispanic,Woman,Professor,Mathematics,"geometry of convex bodies in euclidean space and their asymptotic behavior, utilizing methods from harmonic and fourier analysis?",No,0,,,,,,,,
Jonathan Esole,Northeastern University,Black,Man,Associate Professor,Mathematics,string theory,No,0,,,,,,,,
Jose Perea,Northeastern University,Black,Man,Associate Professor,Mathematics,"algebraic and computational topology, data science",No,0,,,,,,,,
Lace Padilla,Northeastern University,Hispanic,Woman,Assistant Professor,Mathematics,visual decision-making and spatial cognition,Yes,1,,,,,,,,
Lace Padilla,Northeastern University,Hispanic,Woman,Assistant Professor,Mathematics,visual decision-making and spatial cognition,Match Detail,,José Ramón Madrid Padilla,Virginia Polytechnic Institute and State University,latino,Brown University,Mathematics,control,2025-04-21,Fall
Santiago Canez,Northwestern University,Hispanic,Man,Professor,Mathematics,groupoids and sympletic geometry,No,0,,,,,,,,
Angelica Cueto,Ohio State University,Hispanic,Woman,Associate Professor,Mathematics,"tropical geometry, algebraic geometry",No,0,,,,,,,,
Cesar Cuenca,Ohio State University,Hispanic,Man,Assistant Professor,Mathematics,"probability, algebraic combinatorics",Yes,3,,,,,,,,
Cesar Cuenca,Ohio State University,Hispanic,Man,Assistant Professor,Mathematics,"probability, algebraic combinatorics",Match Detail,,Cesar Cuenca,Ohio State University,white,Columbia University,Mathematics,treatment,10/11/2024 0:00,Fall
Cesar Cuenca,Ohio State University,Hispanic,Man,Assistant Professor,Mathematics,"probability, algebraic combinatorics",Match Detail,,Cesar Cuenca,Ohio State University,white,"University of California, Berkeley",Mathematics,treatment,2/10/2025,Fall
Cesar Cuenca,Ohio State University,Hispanic,Man,Assistant Professor,Mathematics,"probability, algebraic combinatorics",Match Detail,,Cesar Cuenca,Ohio State University,white,University of Chicago,Mathematics,control,2025-03-07,Spring
Luis Casian,Ohio State University,Hispanic,Man,Professor,Mathematics,"representation theory, representation theory of real semisimple lie groups",No,0,,,,,,,,
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Yes,13,,,,,,,,
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Theo Johnson-Freyd,Dalhousie University,white,Boston University,Mathematics,treatment,10/30/2024 0:00,Fall
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,James Johnson,INVALID,black,George Washington University,Mathematics,control,4/4/2025,Fall
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,James Johnson,INVALID,black,George Washington University,Mathematics,control,4/4/2025,Fall
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Garrett Johnson,North Carolina Central University,black,Iowa State University,Mathematics,control,11/14/2024,Fall
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Theo Johnson-Freyd,Dalhousie University,white,"University of California, Berkeley",Mathematics,treatment,2024-10-22 00:00:00,Spring
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Will Johnson,Fudan University,white,"University of California, Los Angeles",Mathematics,control,11/20/2024 0:00,Fall
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Will Johnson,Fudan University,white,"University of California, Los Angeles",Mathematics,control,11/20/2024 0:00,Fall
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Will Johnson,,white,"University of California, Los Angeles",Mathematics,control,11/20/2024 0:00,Fall
John Johnson,Ohio State University,Black,Man,Assistant Professor,Mathematics,"topological algebra, algebra in the stone�?ech compactification",Match Detail,,Will Johnson,,white,"University of California, Los Angeles",Mathematics,control,11/20/2024 0:00,Fall
